session_id,date,region,channel,experiment_group,pages_visited,time_on_site_min,product_views,purchase_prob,purchase_success,amount_spent,ad_impressions,clicks,days_since_last_purchase,satisfaction_rating
2874,2025-01-08,México,Online,Discount Test,8,1.66,8,0.17,0,0.0,15,1,0.9,2.4
2875,2025-02-27,Chile,Online,Discount Test,3,2.37,1,0.16,0,0.0,26,4,35.8,3.2
2876,2025-03-16,México,Online,Control,10,1.53,9,0.12,0,0.0,23,3,18.4,2.7
2877,2025-02-16,México,Marketplace,UX Test,5,3.0,7,0.14,0,0.0,13,0,26.0,2.5
2878,2025-01-14,Colombia,Marketplace,Discount Test,8,0.82,6,0.17,1,54.98,8,1,14.8,2.4
2879,2025-02-12,Perú,Online,Control,6,1.67,5,0.11,0,0.0,21,4,48.1,2.3
2880,2025-01-02,Chile,Online,Control,5,1.11,6,0.11,0,0.0,13,1,23.5,2.5
2881,2025-03-22,Perú,Retail,Discount Test,3,5.98,4,0.16,0,0.0,16,1,2.7,2.4
2882,2025-01-22,Chile,Online,UX Test,4,3.04,4,0.14,0,0.0,20,1,47.3,2.7
2883,2025-03-22,Chile,Online,Control,3,1.26,3,0.11,0,0.0,19,0,10.9,2.8
2884,2025-02-21,México,Online,UX Test,6,0.41,6,0.14,0,0.0,23,2,30.0,2.4
2885,2025-03-29,Colombia,Retail,UX Test,8,12.9,8,0.15,0,0.0,16,1,28.7,2.4
2886,2025-03-17,Perú,Online,Discount Test,3,1.75,2,0.16,1,75.39,18,3,43.2,2.6
2887,2025-01-01,Colombia,Online,Control,4,0.86,2,0.11,1,22.87,23,5,16.6,2.6
2888,2025-01-02,Colombia,Retail,Discount Test,6,1.33,7,0.16,0,0.0,18,2,10.8,2.5
2889,2025-03-08,Chile,Retail,Control,3,0.48,4,0.11,0,0.0,28,3,16.8,2.4
2890,2025-02-15,Chile,Retail,UX Test,6,0.75,3,0.14,0,0.0,19,1,110.7,2.7
2891,2025-03-09,Chile,Marketplace,Discount Test,10,3.02,8,0.17,0,0.0,17,2,29.9,2.6
2892,2025-02-22,Colombia,Retail,Discount Test,9,0.81,10,0.17,0,0.0,23,4,7.8,2.8
2893,2025-01-21,Chile,Marketplace,Discount Test,4,10.0,0,0.16,0,0.0,18,1,26.5,2.2
2894,2025-03-12,Perú,Online,Discount Test,4,2.64,5,0.16,0,0.0,13,0,19.3,2.6
2895,2025-01-03,Perú,Marketplace,UX Test,4,2.0,1,0.14,0,0.0,16,1,10.7,2.4
2896,2025-03-13,México,Online,UX Test,2,4.07,3,0.13,0,0.0,24,1,112.5,3.1
2897,2025-03-01,México,Retail,Discount Test,5,3.02,3,0.16,0,0.0,22,0,62.1,2.6
2898,2025-03-01,Colombia,Marketplace,Control,6,2.46,8,0.11,0,0.0,12,3,36.4,2.6
2899,2025-01-04,México,Online,Discount Test,6,1.08,5,0.16,0,0.0,18,3,3.0,2.9
2900,2025-01-19,México,Marketplace,Discount Test,5,6.97,6,0.16,1,75.38,18,3,10.7,2.5
2901,2025-02-13,Perú,Retail,Control,7,0.26,7,0.11,0,0.0,11,2,13.8,2.4
2902,2025-02-09,Perú,Marketplace,Discount Test,5,4.05,6,0.16,0,0.0,15,2,14.2,2.8
2903,2025-01-03,Chile,Retail,Discount Test,7,2.18,7,0.16,0,0.0,27,1,39.0,2.4
2904,2025-01-30,México,Retail,Control,7,5.76,7,0.11,0,0.0,23,2,15.2,2.5
2905,2025-03-28,Chile,Online,Control,3,6.12,6,0.11,0,0.0,17,4,36.9,2.3
2906,2025-01-28,México,Retail,Control,3,4.26,4,0.11,0,0.0,11,1,95.6,2.4
2907,2025-02-26,Perú,Retail,Control,5,1.03,2,0.11,0,0.0,23,4,47.9,2.3
2908,2025-03-02,México,Online,Control,6,4.26,1,0.11,0,0.0,21,1,48.8,3.4
2909,2025-02-25,Perú,Online,Control,3,0.16,5,0.11,0,0.0,26,2,3.3,2.7
2910,2025-01-26,Chile,Online,UX Test,5,0.94,4,0.14,0,0.0,17,3,0.9,2.4
2911,2025-02-20,Chile,Online,UX Test,3,1.92,2,0.14,0,0.0,17,0,65.8,2.5
2912,2025-03-04,Perú,Marketplace,UX Test,3,3.56,0,0.14,0,0.0,17,2,32.2,2.6
2913,2025-02-04,México,Retail,UX Test,6,4.27,6,0.14,1,37.51,17,2,8.9,2.5
2914,2025-01-25,México,Online,Discount Test,5,1.14,6,0.16,0,0.0,22,1,59.2,2.9
2915,2025-01-25,Chile,Online,Control,2,11.32,3,0.1,0,0.0,16,1,21.6,2.4
2916,2025-03-23,Perú,Online,Control,6,0.17,7,0.11,0,0.0,18,0,76.9,2.9
2917,2025-02-27,México,Retail,UX Test,3,1.47,2,0.14,0,0.0,19,1,20.6,2.5
2918,2025-03-08,Perú,Retail,Control,4,5.76,5,0.11,0,0.0,19,1,20.5,3.0
2919,2025-02-20,Colombia,Online,UX Test,4,1.19,3,0.14,0,0.0,24,1,15.8,2.4
2920,2025-02-26,Chile,Online,UX Test,3,1.52,6,0.14,0,0.0,26,5,51.8,2.8
2921,2025-01-25,Chile,Retail,Discount Test,8,3.99,6,0.17,0,0.0,20,1,32.2,2.7
2922,2025-03-21,Chile,Online,Control,2,17.75,1,0.1,0,0.0,13,1,4.1,2.5
2923,2025-02-14,Chile,Online,UX Test,5,5.78,4,0.14,0,0.0,31,5,24.7,2.7
2924,2025-03-13,Chile,Online,Control,6,0.3,6,0.11,0,0.0,21,4,21.0,2.2
2925,2025-02-16,Perú,Online,Control,4,0.45,4,0.11,0,0.0,18,1,28.4,2.6
2926,2025-01-11,Perú,Retail,UX Test,5,3.49,10,0.14,0,0.0,23,3,66.1,2.4
2927,2025-01-10,Chile,Online,Control,9,2.63,9,0.12,0,0.0,15,1,60.2,2.7
2928,2025-02-11,Perú,Retail,Control,3,7.38,1,0.11,0,0.0,13,1,10.0,2.4
2929,2025-02-08,Perú,Retail,Control,1,5.68,2,0.1,0,0.0,30,2,20.5,1.7
2930,2025-03-23,Perú,Retail,Control,4,0.25,3,0.11,1,40.87,18,6,37.4,2.5
2931,2025-01-12,México,Retail,UX Test,7,0.83,8,0.14,0,0.0,16,1,5.8,2.6
2932,2025-03-03,Perú,Marketplace,Discount Test,6,2.09,5,0.16,0,0.0,16,4,25.7,2.3
2933,2025-03-23,Perú,Marketplace,Control,6,1.54,2,0.11,0,0.0,24,4,42.2,2.6
2934,2025-02-06,México,Retail,UX Test,4,0.34,4,0.14,0,0.0,27,4,21.0,3.3
2935,2025-03-20,México,Online,Control,7,6.14,10,0.11,0,0.0,22,0,33.5,2.4
2936,2025-01-13,Perú,Online,Control,8,2.2,7,0.12,0,0.0,24,3,19.8,2.3
2937,2025-01-10,Colombia,Retail,Discount Test,8,0.99,8,0.17,0,0.0,15,3,16.8,2.7
2938,2025-01-21,México,Online,Discount Test,4,0.53,6,0.16,0,0.0,19,2,1.2,2.5
2939,2025-02-16,Chile,Marketplace,Control,6,7.49,6,0.11,0,0.0,29,2,18.3,2.6
2940,2025-02-27,México,Online,UX Test,6,2.72,9,0.14,0,0.0,18,3,50.8,2.6
2941,2025-03-10,Chile,Retail,Control,6,0.06,7,0.11,0,0.0,19,3,29.6,2.4
2942,2025-03-10,Perú,Online,Discount Test,6,0.26,5,0.16,0,0.0,18,2,16.0,2.7
2943,2025-01-10,Colombia,Retail,UX Test,6,0.02,4,0.14,0,0.0,23,2,13.7,2.9
2944,2025-03-19,Perú,Retail,Discount Test,8,6.39,7,0.17,0,0.0,26,4,24.9,2.4
2945,2025-01-10,Chile,Retail,Control,6,0.94,10,0.11,0,0.0,13,1,20.2,2.5
2946,2025-03-21,Perú,Online,UX Test,3,1.98,1,0.14,0,0.0,25,1,34.3,2.8
2947,2025-03-27,México,Online,Discount Test,4,8.66,3,0.16,0,0.0,13,1,25.7,3.0
2948,2025-02-21,México,Online,UX Test,4,6.33,2,0.14,0,0.0,22,4,8.2,2.6
2949,2025-03-03,Colombia,Online,Discount Test,3,3.4,3,0.16,0,0.0,24,3,7.5,2.6
2950,2025-02-02,Colombia,Retail,UX Test,6,0.47,6,0.14,0,0.0,29,5,15.2,2.6
2951,2025-02-19,Colombia,Retail,Control,5,3.68,3,0.11,1,52.8,18,1,9.0,2.9
2952,2025-03-16,Perú,Retail,UX Test,5,0.25,7,0.14,0,0.0,27,3,1.0,2.5
2953,2025-01-15,Perú,Marketplace,UX Test,6,3.43,8,0.14,0,0.0,16,4,11.9,2.6
2954,2025-02-14,México,Retail,UX Test,4,1.45,4,0.14,0,0.0,21,3,2.7,2.7
2955,2025-02-06,México,Online,UX Test,12,2.3,11,0.15,0,0.0,24,2,4.0,2.7
2956,2025-03-19,Colombia,Online,Discount Test,5,1.72,5,0.16,0,0.0,14,0,10.5,2.7
2957,2025-01-12,México,Online,Control,6,1.14,6,0.11,0,0.0,26,4,1.5,2.7
2958,2025-03-21,Chile,Online,Discount Test,4,0.03,3,0.16,0,0.0,23,1,18.8,2.5
2959,2025-01-23,Chile,Online,Control,6,0.26,3,0.11,0,0.0,18,1,5.3,2.2
2960,2025-02-23,Perú,Online,Discount Test,7,3.71,8,0.16,0,0.0,14,1,40.9,2.8
2961,2025-02-03,Perú,Online,Control,1,8.31,0,0.1,0,0.0,20,1,15.7,2.9
2962,2025-03-25,Chile,Retail,UX Test,6,0.15,4,0.14,0,0.0,20,0,3.7,2.5
2963,2025-01-18,Colombia,Retail,Control,9,0.32,9,0.12,1,58.43,16,2,14.4,2.5
2964,2025-02-14,Perú,Retail,Discount Test,6,3.64,7,0.16,0,0.0,26,3,24.7,2.3
2965,2025-01-21,Perú,Online,Control,4,1.0,4,0.11,0,0.0,17,0,6.2,2.5
2966,2025-03-13,Perú,Retail,Discount Test,4,4.42,2,0.16,1,76.99,25,3,17.0,3.2
2967,2025-01-25,Perú,Retail,Discount Test,9,3.94,9,0.17,0,0.0,22,1,2.6,2.7
2968,2025-03-26,Chile,Retail,UX Test,1,8.38,0,0.13,0,0.0,22,2,9.4,2.7
2969,2025-03-24,Perú,Retail,Control,9,2.47,8,0.12,0,0.0,19,0,21.8,2.5
2970,2025-02-12,Perú,Online,UX Test,1,6.18,0,0.13,0,0.0,23,1,28.2,2.7
2971,2025-01-02,México,Retail,Control,7,3.02,6,0.11,0,0.0,18,4,12.6,2.3
2972,2025-03-27,Colombia,Online,Discount Test,7,2.62,10,0.16,0,0.0,20,0,0.5,2.4
2973,2025-03-03,México,Online,Control,6,0.33,4,0.11,0,0.0,16,0,6.3,2.3
2974,2025-02-13,Chile,Retail,Control,6,4.53,8,0.11,0,0.0,28,3,23.0,2.9
2975,2025-02-23,Perú,Online,Control,11,6.31,7,0.12,0,0.0,19,3,1.1,2.6
2976,2025-01-10,Colombia,Online,Control,7,0.54,6,0.11,0,0.0,20,1,71.0,2.3
2977,2025-01-15,Colombia,Online,UX Test,5,1.27,3,0.14,0,0.0,20,2,36.7,2.2
2978,2025-02-26,Colombia,Retail,Control,7,0.43,4,0.11,0,0.0,25,1,12.4,2.6
2979,2025-01-05,México,Online,Control,9,0.33,12,0.12,1,57.89,14,1,14.1,2.6
2980,2025-03-04,Chile,Online,Control,5,2.25,1,0.11,0,0.0,24,3,123.3,2.1
2981,2025-03-23,Perú,Online,UX Test,6,2.12,7,0.14,0,0.0,29,1,20.7,2.8
2982,2025-03-05,Colombia,Online,Discount Test,10,3.32,8,0.17,0,0.0,16,2,40.5,2.6
2983,2025-02-19,México,Online,UX Test,2,3.61,3,0.13,0,0.0,26,3,52.6,2.3
2984,2025-03-12,México,Online,Discount Test,2,0.13,3,0.15,0,0.0,13,1,19.2,2.5
2985,2025-03-08,México,Retail,Discount Test,7,5.65,4,0.16,0,0.0,20,2,35.8,2.7
2986,2025-02-22,Colombia,Online,UX Test,10,0.39,10,0.15,0,0.0,22,2,12.8,2.8
2987,2025-01-18,México,Online,Discount Test,5,1.1,1,0.16,0,0.0,19,4,14.5,2.0
2988,2025-01-01,Colombia,Retail,Discount Test,2,9.57,0,0.15,0,0.0,19,2,17.7,2.7
2989,2025-02-10,Chile,Online,Control,7,5.56,3,0.11,0,0.0,19,2,33.4,2.0
2990,2025-01-22,Colombia,Online,Control,5,5.69,8,0.11,0,0.0,16,1,56.9,2.6
2991,2025-01-21,Colombia,Online,UX Test,3,0.17,2,0.14,1,35.76,18,2,11.8,2.4
2992,2025-02-15,Perú,Retail,Control,5,3.86,3,0.11,0,0.0,23,2,7.6,2.6
2993,2025-02-03,Perú,Online,UX Test,8,0.61,7,0.15,0,0.0,23,6,36.6,3.2
2994,2025-02-14,México,Online,Control,6,7.54,9,0.11,0,0.0,28,2,52.5,2.5
2995,2025-01-24,Chile,Online,UX Test,5,3.38,2,0.14,0,0.0,17,2,11.0,2.7
2996,2025-02-24,Chile,Retail,UX Test,5,0.48,4,0.14,0,0.0,21,1,14.9,2.1
2997,2025-02-25,Chile,Online,UX Test,8,1.26,13,0.15,0,0.0,16,2,4.1,2.9
2998,2025-01-19,Chile,Online,Control,5,0.34,9,0.11,0,0.0,21,1,28.9,2.4
2999,2025-02-20,México,Retail,UX Test,3,2.94,2,0.14,0,0.0,17,2,7.4,2.6
3000,2025-02-09,Perú,Retail,UX Test,8,4.09,4,0.15,0,0.0,14,1,47.5,2.3
3001,2025-03-28,Colombia,Online,UX Test,2,0.85,1,0.13,0,0.0,21,5,40.0,2.2
3002,2025-03-06,Perú,Retail,Control,6,0.32,5,0.11,0,0.0,16,3,38.1,2.5
3003,2025-01-17,México,Retail,UX Test,4,2.14,6,0.14,0,0.0,23,2,3.0,2.4
3004,2025-03-20,Perú,Retail,UX Test,1,0.26,0,0.13,0,0.0,22,4,15.9,3.0
3005,2025-02-12,Colombia,Online,UX Test,4,0.46,2,0.14,0,0.0,13,0,0.6,2.3
3006,2025-03-17,Chile,Online,UX Test,10,4.26,11,0.15,0,0.0,18,2,17.1,2.5
3007,2025-03-15,Perú,Online,Control,12,0.75,13,0.12,0,0.0,15,1,16.3,2.0
3008,2025-01-02,Colombia,Online,UX Test,2,1.57,0,0.13,0,0.0,16,0,7.4,2.5
3009,2025-01-21,Colombia,Online,Discount Test,4,1.88,6,0.16,0,0.0,23,5,16.3,3.1
3010,2025-03-23,México,Online,Discount Test,4,0.12,3,0.16,0,0.0,22,1,12.2,2.7
3011,2025-03-10,Colombia,Online,Control,3,0.04,5,0.11,0,0.0,19,2,24.2,2.6
3012,2025-01-13,Colombia,Online,Control,10,0.79,9,0.12,0,0.0,20,3,28.7,2.6
3013,2025-01-19,México,Retail,Discount Test,4,1.78,3,0.16,0,0.0,16,3,84.1,2.7
3014,2025-02-25,Colombia,Marketplace,Control,5,3.76,4,0.11,0,0.0,18,2,4.8,2.3
3015,2025-01-25,Chile,Online,Control,5,6.67,5,0.11,0,0.0,20,2,55.7,3.1
3016,2025-01-19,México,Online,Control,3,1.95,1,0.11,0,0.0,10,1,181.7,2.7
3017,2025-03-29,Colombia,Online,Control,3,1.59,3,0.11,0,0.0,17,2,56.5,2.4
3018,2025-02-10,México,Online,Discount Test,9,0.57,9,0.17,0,0.0,22,4,30.4,2.9
3019,2025-02-16,Colombia,Online,Discount Test,3,0.56,1,0.16,0,0.0,16,1,11.3,2.8
3020,2025-02-28,Colombia,Online,Control,3,2.94,8,0.11,0,0.0,21,2,9.1,2.7
3021,2025-01-07,Chile,Marketplace,Discount Test,6,0.93,4,0.16,1,63.76,15,4,3.6,2.5
3022,2025-02-05,Chile,Online,UX Test,10,3.56,8,0.15,0,0.0,12,3,12.5,2.7
3023,2025-03-22,Colombia,Marketplace,Control,3,0.71,6,0.11,0,0.0,21,1,1.9,2.8
3024,2025-03-25,Chile,Online,Control,2,0.29,2,0.1,0,0.0,18,0,52.4,2.5
3025,2025-02-14,Chile,Marketplace,Control,9,3.44,10,0.12,0,0.0,22,2,17.5,2.5
3026,2025-03-21,Perú,Retail,Control,4,2.83,0,0.11,0,0.0,21,0,11.5,2.7
3027,2025-02-14,México,Online,UX Test,6,4.08,4,0.14,0,0.0,25,1,30.1,2.0
3028,2025-03-29,México,Online,Control,7,3.23,6,0.11,0,0.0,25,1,89.9,2.5
3029,2025-03-12,Colombia,Marketplace,Discount Test,5,5.68,5,0.16,0,0.0,14,0,10.2,2.6
3030,2025-03-15,Chile,Retail,UX Test,7,3.69,8,0.14,0,0.0,14,1,38.3,2.3
3031,2025-01-17,Perú,Retail,UX Test,9,6.77,7,0.15,1,87.92,10,2,7.5,2.4
3032,2025-01-01,Perú,Retail,Control,1,1.5,0,0.1,0,0.0,17,2,12.2,2.6
3033,2025-02-14,Chile,Marketplace,Discount Test,4,8.48,6,0.16,1,46.1,19,1,15.5,2.8
3034,2025-03-29,Chile,Online,Control,3,5.23,5,0.11,0,0.0,16,3,13.1,2.5
3035,2025-03-28,Perú,Retail,Control,2,2.08,0,0.1,0,0.0,22,1,3.0,2.7
3036,2025-02-24,Colombia,Retail,UX Test,7,11.23,7,0.14,0,0.0,18,1,13.2,2.5
3037,2025-01-17,México,Online,Discount Test,3,6.52,2,0.16,0,0.0,19,3,10.6,2.3
3038,2025-01-01,México,Marketplace,UX Test,4,3.59,0,0.14,0,0.0,19,2,20.9,2.4
3039,2025-02-14,Perú,Online,Control,3,6.23,3,0.11,0,0.0,27,2,2.0,2.4
3040,2025-01-27,México,Online,Discount Test,5,0.44,2,0.16,0,0.0,23,4,17.2,2.6
3041,2025-01-30,México,Marketplace,UX Test,8,0.94,8,0.15,0,0.0,12,1,10.6,2.4
3042,2025-03-16,Chile,Retail,UX Test,3,1.34,4,0.14,0,0.0,30,3,0.5,2.9
3043,2025-01-08,Chile,Online,Discount Test,6,3.0,5,0.16,0,0.0,17,2,0.5,2.7
3044,2025-01-09,Colombia,Online,Control,1,2.97,2,0.1,0,0.0,21,1,0.1,2.6
3045,2025-02-09,Colombia,Online,UX Test,6,0.35,3,0.14,1,53.88,12,0,33.0,2.3
3046,2025-02-06,Colombia,Online,Control,5,0.87,2,0.11,0,0.0,21,2,40.4,2.5
3047,2025-01-06,Colombia,Online,UX Test,1,1.28,1,0.13,0,0.0,22,2,127.9,2.5
3048,2025-02-18,Colombia,Online,UX Test,7,5.38,10,0.14,0,0.0,15,1,1.9,2.3
3049,2025-02-08,Chile,Marketplace,Control,1,0.54,1,0.1,0,0.0,29,1,13.5,2.6
3050,2025-03-30,Colombia,Online,Control,9,3.55,13,0.12,0,0.0,15,2,7.2,2.5
3051,2025-01-06,Colombia,Online,Discount Test,7,0.08,9,0.16,0,0.0,24,2,2.5,2.7
3052,2025-01-11,México,Online,Discount Test,5,12.42,7,0.16,0,0.0,16,1,3.3,2.3
3053,2025-01-15,México,Retail,UX Test,7,5.36,6,0.14,0,0.0,23,3,4.0,2.7
3054,2025-01-29,Colombia,Marketplace,Discount Test,3,5.1,3,0.16,0,0.0,18,1,7.2,2.5
3055,2025-03-01,Chile,Online,Discount Test,3,5.32,5,0.16,0,0.0,18,4,15.6,2.7
3056,2025-03-28,Chile,Marketplace,Discount Test,4,1.48,2,0.16,0,0.0,32,3,11.7,2.5
3057,2025-03-22,México,Retail,Discount Test,4,6.69,3,0.16,0,0.0,21,3,56.1,2.5
3058,2025-02-09,México,Online,Discount Test,4,0.28,3,0.16,1,86.45,24,1,49.4,2.4
3059,2025-01-07,Chile,Retail,Discount Test,6,0.74,9,0.16,0,0.0,13,2,9.3,2.8
3060,2025-02-27,Perú,Retail,Discount Test,5,0.71,4,0.16,0,0.0,22,2,46.7,2.8
3061,2025-02-07,Chile,Online,UX Test,3,2.83,2,0.14,0,0.0,16,3,27.8,2.1
3062,2025-01-03,México,Retail,Discount Test,3,0.66,6,0.16,0,0.0,17,3,23.2,2.6
3063,2025-03-14,México,Marketplace,Discount Test,4,0.22,4,0.16,1,34.73,17,1,74.0,2.7
3064,2025-02-17,Perú,Online,Discount Test,2,0.86,0,0.15,0,0.0,19,4,23.0,2.6
3065,2025-02-08,Chile,Marketplace,UX Test,4,0.84,0,0.14,0,0.0,17,2,6.5,2.9
3066,2025-03-06,Perú,Marketplace,Discount Test,7,0.77,7,0.16,0,0.0,26,6,37.1,2.2
3067,2025-03-18,México,Online,Discount Test,3,0.17,3,0.16,0,0.0,19,2,96.9,2.5
3068,2025-03-24,Perú,Online,Discount Test,5,0.22,6,0.16,0,0.0,14,0,10.9,2.2
3069,2025-01-30,Colombia,Online,Discount Test,10,3.04,9,0.17,0,0.0,19,1,12.2,2.4
3070,2025-01-17,Chile,Retail,UX Test,2,1.5,0,0.13,0,0.0,25,4,27.4,2.5
3071,2025-01-30,Colombia,Online,UX Test,1,0.23,3,0.13,0,0.0,22,3,2.6,2.9
3072,2025-03-28,Chile,Marketplace,UX Test,5,2.13,8,0.14,0,0.0,21,2,14.9,2.5
3073,2025-01-09,Chile,Retail,UX Test,2,0.81,1,0.13,0,0.0,22,1,56.6,2.5
3074,2025-03-26,Colombia,Retail,UX Test,5,0.27,3,0.14,0,0.0,17,2,9.8,2.5
3075,2025-02-25,Colombia,Online,Control,7,0.08,6,0.11,0,0.0,18,2,61.3,2.2
3076,2025-01-01,México,Online,UX Test,5,0.7,5,0.14,0,0.0,22,3,16.1,2.6
3077,2025-03-18,Perú,Online,Discount Test,5,2.61,6,0.16,0,0.0,13,1,39.2,2.9
3078,2025-03-02,Chile,Marketplace,Discount Test,5,3.68,4,0.16,0,0.0,22,3,26.2,2.7
3079,2025-01-13,Colombia,Retail,UX Test,6,3.39,4,0.14,0,0.0,19,3,2.7,2.3
3080,2025-01-31,México,Online,UX Test,6,3.42,5,0.14,0,0.0,25,3,11.8,2.7
3081,2025-03-19,México,Retail,Discount Test,4,1.25,6,0.16,0,0.0,23,7,70.1,2.4
3082,2025-03-06,Colombia,Retail,Control,9,2.29,6,0.12,0,0.0,17,4,25.0,3.1
3083,2025-01-29,Perú,Retail,Discount Test,5,0.94,5,0.16,0,0.0,21,3,28.7,2.5
3084,2025-03-12,México,Online,Discount Test,3,8.51,1,0.16,0,0.0,18,1,8.7,2.7
3085,2025-01-23,Chile,Online,Discount Test,3,0.62,3,0.16,0,0.0,33,4,61.8,2.6
3086,2025-02-18,Chile,Retail,UX Test,7,2.04,6,0.14,0,0.0,27,3,7.2,2.3
3087,2025-03-25,Perú,Marketplace,Discount Test,4,4.9,5,0.16,0,0.0,14,3,23.5,2.6
3088,2025-02-08,Perú,Marketplace,Discount Test,6,1.38,7,0.16,1,72.75,17,2,39.8,2.8
3089,2025-02-19,Perú,Online,UX Test,6,2.47,7,0.14,0,0.0,23,3,32.6,2.2
3090,2025-03-11,México,Online,Control,9,9.39,9,0.12,0,0.0,21,0,31.4,2.5
3091,2025-01-19,Colombia,Marketplace,Control,1,1.06,4,0.1,0,0.0,4,0,2.0,2.5
3092,2025-02-09,Chile,Marketplace,UX Test,6,0.81,5,0.14,0,0.0,15,2,3.2,2.9
3093,2025-03-23,Chile,Retail,Discount Test,4,0.32,2,0.16,0,0.0,18,0,28.1,2.2
3094,2025-02-28,Chile,Retail,Control,9,1.82,7,0.12,0,0.0,27,4,74.5,2.7
3095,2025-03-04,Perú,Online,UX Test,8,1.74,6,0.15,0,0.0,13,1,91.2,2.7
3096,2025-03-27,Perú,Online,Control,1,0.68,0,0.1,0,0.0,23,2,55.9,2.6
3097,2025-02-22,México,Online,UX Test,3,1.51,3,0.14,0,0.0,18,2,8.1,2.6
3098,2025-03-19,Perú,Online,Control,6,9.26,6,0.11,1,64.92,22,1,27.6,2.5
3099,2025-03-30,Perú,Online,Control,7,2.78,9,0.11,0,0.0,24,1,0.7,2.2
3100,2025-03-02,Perú,Online,Discount Test,6,3.57,4,0.16,0,0.0,22,3,28.0,2.5
3101,2025-03-02,México,Online,Control,7,2.32,9,0.11,0,0.0,23,5,32.9,2.4
3102,2025-01-17,México,Marketplace,Control,5,0.15,3,0.11,0,0.0,15,1,30.5,1.9
3103,2025-02-11,Chile,Online,UX Test,3,3.8,3,0.14,0,0.0,14,5,22.3,2.6
3104,2025-03-07,Chile,Online,Discount Test,6,0.99,6,0.16,0,0.0,23,1,3.1,2.6
3105,2025-01-31,Chile,Online,Control,1,1.68,1,0.1,0,0.0,16,2,7.6,2.7
3106,2025-01-11,Chile,Retail,Control,6,3.5,4,0.11,1,42.94,12,0,13.0,2.3
3107,2025-01-02,México,Retail,UX Test,8,0.96,8,0.15,0,0.0,14,1,14.9,2.6
3108,2025-03-01,Colombia,Online,Control,7,1.05,8,0.11,0,0.0,22,4,2.5,2.3
3109,2025-01-03,Perú,Online,UX Test,4,3.0,6,0.14,0,0.0,28,2,45.9,2.1
3110,2025-02-13,Perú,Retail,Discount Test,4,3.0,3,0.16,0,0.0,18,1,62.7,3.0
3111,2025-03-20,México,Marketplace,UX Test,6,0.08,5,0.14,1,29.05,22,5,84.1,2.1
3112,2025-03-15,Perú,Online,Control,7,0.92,5,0.11,1,77.28,16,1,22.4,2.7
3113,2025-03-06,Chile,Online,UX Test,3,4.38,1,0.14,0,0.0,23,2,67.3,2.9
3114,2025-03-18,México,Retail,Discount Test,7,2.29,7,0.16,0,0.0,17,2,18.2,2.4
3115,2025-03-08,Perú,Online,UX Test,6,0.84,5,0.14,0,0.0,19,2,75.2,2.6
3116,2025-01-02,Chile,Online,UX Test,4,1.75,6,0.14,0,0.0,16,2,10.2,2.7
3117,2025-02-11,Colombia,Online,Discount Test,4,4.1,4,0.16,0,0.0,20,1,18.5,2.7
3118,2025-01-02,Perú,Online,UX Test,6,3.51,5,0.14,0,0.0,30,4,2.0,2.1
3119,2025-02-19,Perú,Retail,UX Test,3,0.56,2,0.14,0,0.0,21,3,14.1,2.6
3120,2025-01-22,México,Online,Control,5,2.27,4,0.11,0,0.0,15,1,30.1,2.8
3121,2025-02-09,Chile,Marketplace,Control,4,3.36,2,0.11,0,0.0,15,4,15.8,2.6
3122,2025-01-19,México,Online,Control,4,1.69,1,0.11,0,0.0,18,3,31.4,2.4
3123,2025-03-14,Chile,Online,UX Test,6,0.73,7,0.14,0,0.0,17,3,62.8,2.7
3124,2025-01-17,Perú,Retail,Discount Test,2,4.48,0,0.15,0,0.0,14,2,32.1,2.7
3125,2025-01-30,Colombia,Retail,Control,4,2.86,3,0.11,0,0.0,16,1,15.3,2.6
3126,2025-01-02,Perú,Retail,Discount Test,2,0.29,0,0.15,0,0.0,17,0,31.6,2.8
3127,2025-01-28,Colombia,Online,UX Test,4,0.22,5,0.14,0,0.0,17,0,15.7,3.1
3128,2025-01-03,Chile,Online,Discount Test,8,0.51,10,0.17,0,0.0,18,1,2.7,3.0
3129,2025-02-10,Colombia,Online,Discount Test,4,2.51,4,0.16,0,0.0,17,2,66.9,2.4
3130,2025-01-03,Perú,Retail,Control,4,1.43,2,0.11,0,0.0,20,4,13.4,2.9
3131,2025-02-04,Chile,Online,Control,7,0.81,6,0.11,0,0.0,24,2,18.7,2.3
3132,2025-02-23,México,Online,Discount Test,5,1.1,4,0.16,0,0.0,18,2,102.8,2.7
3133,2025-03-22,Chile,Online,Control,6,0.5,5,0.11,0,0.0,21,2,47.0,2.6
3134,2025-02-19,Colombia,Retail,Discount Test,2,8.59,0,0.15,0,0.0,20,2,6.7,2.9
3135,2025-02-15,México,Online,Discount Test,4,0.61,3,0.16,0,0.0,23,4,83.1,2.3
3136,2025-01-05,México,Online,Control,2,3.4,2,0.1,0,0.0,16,4,2.2,2.5
3137,2025-02-03,Chile,Retail,Control,5,2.26,5,0.11,1,79.38,24,3,35.1,2.6
3138,2025-02-05,México,Online,Discount Test,3,3.44,5,0.16,0,0.0,24,3,17.5,2.6
3139,2025-01-29,Perú,Online,UX Test,4,2.35,6,0.14,1,37.55,22,2,12.0,2.6
3140,2025-03-21,Colombia,Retail,Discount Test,5,22.18,5,0.16,0,0.0,19,1,2.8,2.9
